0
4834
38
2
104
6676
38
2
13136
82
6
2
3330
4
22
32
5238
28
40
32
21354
160
122
274
3116
6
26
36
3740
132
10
5324
6
12
54
10324
6
86
38
4422
46
46
5698
14
22
66
3580
58
26
138
6594
50
21034
84
6
122
4856
98
20
70
3202
8
8
28
3388
28
108
4722
6
56
120
9086
128
8
11424
6
21
5070
18
10
46
4814
122
4
2
3000
16
30
306
12974
196
16
4
51344
318
56
110
13442
14
30
312
4900
14
4
57608
156
534
9434
11012
80
4
3994
290
4
2796
72
4
276
3124
54
4
6
31292
18
56
656
4076
14
6
4450
6
40
116
3136
22
10
8556
4750
54
42
116
3432
14
128
216
3040
60
28
4396
80
20
100
3808
52
40
90
12734
8
124
5602
58
34
320
13532
90
2
2
3422
70
2
3322
2
12
88
2924
54
20
102
10434
226
124
564
