0
2396
62
2
46
1
2
1107
6
17
7
4838
57
23
162
14267
180
71
443
152442
1735
906
3121
8671
112
44
197
14297
83
57
290
3998
97
22
90
5316
52
35
152
24342
232
91
652
29662
309
193
1091
12
4
452
7
4
17
3879
47
19
109
1619
6
9
143
42153
437
209
1169
7377
108
17
224
2727
54
5
176
3448
46
8
49
3107
21
48
430
39106
392
335
1018
11049
162
85
456
301
4
3
18
2
19018
314
86
410
14234
123
78
489
9130
149
54
293
1022
14
32
25
156
7
30880
369
169
1054
171
5
2
7
3225
22
20
89
1488
6
4
27
66547
513
334
2948
687
5
3
17
676
12
2
13
74279
664
386
2082
21633
188
99
650
1918
14
5
87
7162
82
31
208
32035
373
159
911
32
3438
26
31
104
2673
22
12
147
82
2
14
9871
110
45
154
81356
1033
603
2968
2411
28
10
53
23974
250
154
566
3
168
8
40461
388
101
365
5076
2
38
195
466
7
4
47
19
2
